,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility,b,l,d,gal_inwards,gal_eastwards,gal_upwards,colorbin
391,55 Cnc,c,55 Cnc c,Radial Velocity,0.0,5.0,44.4175,0.0073,-0.0073,0.0,6.0,0.241376,2.6e-05,-2.6e-05,0.0,6.0,0.02,0.031,-0.031,0.0,6.0,90.0,,,0.0,2.0,0.1714,0.0055,-0.0055,0.0,6.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h52m35.81s,+28d19m50.9s,133.149216,2e-06,28.330818,2e-06,4.0,12.59,0.01,-0.01,0.0,7.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,8.0,0.91,0.01,-0.01,0.0,11.0,0.94,0.01,-0.01,0.0,7.0,0.0,2014-10-29,McDonald Observatory,37.698899379635755,196.79465739826855,12.590000000000002,-9.536752289565769,-2.878344977037509,7.698934079508996,3
392,55 Cnc,d,55 Cnc d,Radial Velocity,0.0,5.0,4825.0,39.0,-39.0,0.0,8.0,5.503,0.03,-0.03,0.0,8.0,0.019,0.013,-0.013,0.0,8.0,90.0,,,0.0,2.0,3.878,0.068,-0.068,0.0,8.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h52m35.81s,+28d19m50.9s,133.149216,2e-06,28.330818,2e-06,4.0,12.59,0.01,-0.01,0.0,7.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,8.0,0.91,0.01,-0.01,0.0,11.0,0.94,0.01,-0.01,0.0,7.0,0.0,2014-10-29,Lick Observatory,37.698899379635755,196.79465739826855,12.590000000000002,-9.536752289565769,-2.878344977037509,7.698934079508996,3
393,55 Cnc,e,55 Cnc e,Radial Velocity,0.0,5.0,0.736539,7e-06,-7e-06,0.0,10.0,0.01544,9e-05,-9e-05,0.0,9.0,,,,0.0,6.0,83.3,0.9,-0.8,0.0,7.0,0.02542,0.00098,-0.00098,0.0,11.0,Mass,0.17,0.007,-0.007,0.0,6.0,6.4,0.8,-0.7,0.0,6.0,0.0,0.0,0.0,08h52m35.81s,+28d19m50.9s,133.149216,2e-06,28.330818,2e-06,4.0,12.59,0.01,-0.01,0.0,7.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,8.0,0.91,0.01,-0.01,0.0,11.0,0.94,0.01,-0.01,0.0,7.0,1.0,2019-01-31,McDonald Observatory,37.698899379635755,196.79465739826855,12.590000000000002,-9.536752289565769,-2.878344977037509,7.698934079508996,3
394,55 Cnc,f,55 Cnc f,Radial Velocity,0.0,5.0,262.0,0.51,-0.51,0.0,5.0,0.788,0.001,-0.001,0.0,5.0,0.305,0.075,-0.075,0.0,5.0,90.0,,,0.0,2.0,0.141,0.012,-0.012,0.0,5.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h52m35.81s,+28d19m50.9s,133.149216,2e-06,28.330818,2e-06,4.0,12.59,0.01,-0.01,0.0,7.0,5.96,0.01,0.0,V (Johnson),5.714,,0.0,5196.0,24.0,-24.0,0.0,8.0,0.91,0.01,-0.01,0.0,11.0,0.94,0.01,-0.01,0.0,7.0,0.0,2014-10-29,Multiple Observatories,37.698899379635755,196.79465739826855,12.590000000000002,-9.536752289565769,-2.878344977037509,7.698934079508996,3
395,61 Vir,b,61 Vir b,Radial Velocity,0.0,3.0,4.215,0.0006,-0.0006,0.0,1.0,0.050201,5e-06,-5e-06,0.0,1.0,0.12,0.11,-0.11,0.0,1.0,,,,,0.0,0.016,0.002,-0.002,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,13h18m24.32s,-18d18m40.3s,199.601318,2e-06,-18.311195,1e-06,4.0,8.51,0.02,-0.02,0.0,7.0,4.74,,0.0,V (Johnson),4.477,,0.0,5577.0,33.0,-33.0,0.0,6.0,0.94,0.03,-0.03,0.0,5.0,0.96,0.01,-0.01,0.0,5.0,0.0,2014-05-14,Multiple Observatories,44.09261122972535,311.8590603325551,8.51,4.078553285575869,-4.552161331191761,5.921429752308198,3
396,61 Vir,c,61 Vir c,Radial Velocity,0.0,3.0,38.021,0.034,-0.034,0.0,1.0,0.2175,0.0001,-0.0001,0.0,1.0,0.14,0.06,-0.06,0.0,1.0,,,,,0.0,0.057,0.003,-0.003,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,13h18m24.32s,-18d18m40.3s,199.601318,2e-06,-18.311195,1e-06,4.0,8.51,0.02,-0.02,0.0,7.0,4.74,,0.0,V (Johnson),4.477,,0.0,5577.0,33.0,-33.0,0.0,6.0,0.94,0.03,-0.03,0.0,5.0,0.96,0.01,-0.01,0.0,5.0,0.0,2014-05-14,Multiple Observatories,44.09261122972535,311.8590603325551,8.51,4.078553285575869,-4.552161331191761,5.921429752308198,3
397,61 Vir,d,61 Vir d,Radial Velocity,0.0,3.0,123.01,0.55,-0.55,0.0,1.0,0.476,0.001,-0.001,0.0,1.0,0.35,0.09,-0.09,0.0,1.0,,,,,0.0,0.072,0.008,-0.008,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,13h18m24.32s,-18d18m40.3s,199.601318,2e-06,-18.311195,1e-06,4.0,8.51,0.02,-0.02,0.0,7.0,4.74,,0.0,V (Johnson),4.477,,0.0,5577.0,33.0,-33.0,0.0,6.0,0.94,0.03,-0.03,0.0,5.0,0.96,0.01,-0.01,0.0,5.0,0.0,2014-05-14,Multiple Observatories,44.09261122972535,311.8590603325551,8.51,4.078553285575869,-4.552161331191761,5.921429752308198,3
433,70 Vir,b,70 Vir b,Radial Velocity,0.0,1.0,116.688,0.0054,-0.0054,0.0,5.0,0.481,0.022,-0.022,0.0,5.0,0.3988,0.0019,-0.0019,0.0,5.0,,,,0.0,0.0,7.416,0.057,-0.057,0.0,5.0,Msini,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,13h28m25.81s,+13d46m43.6s,202.107544,2e-06,13.778788,1e-06,4.0,17.91,0.06,-0.06,0.0,5.0,4.97,,0.0,V (Johnson),4.709,,0.0,5495.0,,,0.0,8.0,1.09,,,0.0,7.0,1.89,,,0.0,6.0,0.0,2018-12-06,Lick Observatory,74.10067958537567,337.66540144143454,17.909999999999997,4.538328797740542,-1.8645065628356714,17.224845050122845,4
444,HN Peg,b,HN Peg b,Imaging,0.0,1.0,,,,,0.0,773.0,13.0,-13.0,0.0,1.0,,,,,0.0,,,,,0.0,21.9987,9.42803,-9.42803,0.0,1.0,Mass,1.051,0.136,-0.058,0.0,1.0,,,,,0.0,0.0,0.0,0.0,21h44m31.33s,+14d46m19.0s,326.130554,3e-06,14.771939,2e-06,3.0,18.13,0.02,-0.02,0.0,4.0,5.95,0.02,0.0,V (Johnson),5.811,,0.0,5974.0,,,0.0,2.0,1.1,,,0.0,1.0,1.04,,,0.0,2.0,0.0,2014-05-14,Spitzer Space Telescope,-28.26933990960275,69.85939779342381,18.13,5.498063076051482,14.991237444818296,-8.5866758576784,4
488,bet Pic,b,bet Pic b,Imaging,0.0,2.0,7665.0,7300.0,-730.0,0.0,6.0,9.1,5.3,-0.5,0.0,6.0,0.08,0.32,-0.06,0.0,4.0,88.9,0.7,-0.7,0.0,3.0,,,,,5.0,,,,,,2.0,,,,,0.0,0.0,0.0,0.0,05h47m17.09s,-51d03m59.4s,86.821198,1e-06,-51.066513,1e-06,3.0,19.75,0.13,-0.13,0.0,5.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,2.0,1.76,0.18,-0.17,0.0,3.0,1.616909704547993,,,,2.0,2.0,2015-08-13,Paranal Observatory,-30.611733564801728,258.3638307593239,19.750000000000004,-3.42835150109861,-16.648263255320025,-10.05704909834272,7
490,eps Eri,b,eps Eri b,Radial Velocity,0.0,1.0,2502.0,10.0,-10.0,0.0,2.0,3.39,0.36,-0.36,0.0,2.0,0.702,0.039,-0.039,0.0,2.0,30.1,3.8,-3.8,0.0,2.0,1.55,0.24,-0.24,0.0,4.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,03h32m55.84s,-09d27m29.7s,53.232685,2e-06,-9.458262,2e-06,4.0,3.21,0.0,-0.0,0.0,6.0,3.82,0.01,0.0,V (Johnson),3.369,,0.0,,,,,4.0,0.83,0.05,-0.05,0.0,5.0,0.8535252599494243,,,,3.0,0.0,2015-09-03,Multiple Observatories,-48.05130079666962,195.8446417343868,3.209999999999999,-2.064245056859757,-0.5858599881698705,-2.387417102119287,3
494,gam Cep,b,gam Cep b,Radial Velocity,0.0,1.0,903.3,1.5,-1.5,0.0,2.0,2.05,0.06,-0.06,0.0,2.0,0.049,0.034,-0.034,0.0,2.0,,,,,0.0,1.85,0.16,-0.16,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,23h39m20.85s,+77d37m56.2s,354.836884,1e-06,77.632278,1e-06,3.0,13.54,0.07,-0.07,0.0,8.0,3.21,0.01,0.0,V (Johnson),2.804,,0.0,,,,,5.0,1.4,0.12,-0.12,0.0,5.0,4.9,,,0.0,4.0,1.0,2014-08-27,Multiple Observatories,15.315420098830074,118.99218919830815,13.539999999999997,-6.3296422016879,11.422648922595025,3.576355853344325,5
539,GJ 163,b,GJ 163 b,Radial Velocity,0.0,3.0,8.63182,0.00155,-0.00155,0.0,1.0,0.0607,1e-05,-1e-05,0.0,1.0,0.073,0.05,-0.05,0.0,1.0,,,,,0.0,0.03335,0.00189,-0.00189,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,04h09m15.67s,-53d22m25.3s,62.315273,6e-06,-53.373699,5e-06,4.0,15.14,0.01,-0.01,0.0,4.0,11.81,0.014,0.0,V (Johnson),10.677,,0.0,3500.0,100.0,-100.0,0.0,3.0,0.4,0.02,-0.02,0.0,2.0,0.4589348022251941,,,,1.0,0.0,2017-01-26,La Silla Observatory,-45.32366079879925,262.7818330543714,15.139999999999999,-1.3375146540826313,-10.560588658613849,-10.765900878870784,1
540,GJ 163,c,GJ 163 c,Radial Velocity,0.0,3.0,25.63058,0.0255,-0.0255,0.0,1.0,0.1254,0.0001,-0.0001,0.0,1.0,0.099,0.086,-0.086,0.0,1.0,,,,,0.0,0.0214,0.00283,-0.00283,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,04h09m15.67s,-53d22m25.3s,62.315273,6e-06,-53.373699,5e-06,4.0,15.14,0.01,-0.01,0.0,4.0,11.81,0.014,0.0,V (Johnson),10.677,,0.0,3500.0,100.0,-100.0,0.0,3.0,0.4,0.02,-0.02,0.0,2.0,0.4589348022251941,,,,1.0,0.0,2017-01-26,La Silla Observatory,-45.32366079879925,262.7818330543714,15.139999999999999,-1.3375146540826313,-10.560588658613849,-10.765900878870784,1
541,GJ 163,d,GJ 163 d,Radial Velocity,0.0,3.0,603.95116,7.55862,-7.55862,0.0,1.0,1.0304,0.0086,-0.0086,0.0,1.0,0.373,0.077,-0.077,0.0,1.0,,,,,0.0,0.0925,0.00912,-0.00912,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,04h09m15.67s,-53d22m25.3s,62.315273,6e-06,-53.373699,5e-06,4.0,15.14,0.01,-0.01,0.0,4.0,11.81,0.014,0.0,V (Johnson),10.677,,0.0,3500.0,100.0,-100.0,0.0,3.0,0.4,0.02,-0.02,0.0,2.0,0.4589348022251941,,,,1.0,0.0,2017-01-26,La Silla Observatory,-45.32366079879925,262.7818330543714,15.139999999999999,-1.3375146540826313,-10.560588658613849,-10.765900878870784,1
542,GJ 179,b,GJ 179 b,Radial Velocity,0.0,1.0,2288.0,59.0,-59.0,0.0,1.0,2.41,0.04,-0.04,0.0,1.0,0.21,0.08,-0.08,0.0,1.0,,,,,0.0,0.82,0.07,-0.07,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,04h52m05.73s,+06d28m35.5s,73.023865,1e-05,6.476539,6e-06,3.0,12.36,0.01,-0.01,0.0,4.0,12.0,0.025,0.0,V (Johnson),10.706,,0.0,3370.0,100.0,-100.0,0.0,3.0,0.36,0.03,-0.03,0.0,2.0,0.38,0.02,-0.02,0.0,2.0,0.0,2014-05-14,W. M. Keck Observatory,-22.862549907573435,192.22581498647708,12.36,-11.130697111354335,-2.411791848224772,-4.802128892077428,1
543,GJ 317,b,GJ 317 b,Radial Velocity,0.0,2.0,692.0,2.0,-2.0,0.0,2.0,1.15,0.05,-0.05,0.0,2.0,0.11,0.05,-0.05,0.0,2.0,45.0,30.0,-10.0,0.0,1.0,2.5,0.7,-0.4,0.0,3.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h40m59.22s,-23d27m22.6s,130.24673,1.7e-05,-23.456289,1.7e-05,2.0,15.1,0.22,-0.22,0.0,3.0,11.97,0.014,0.0,V (Johnson),10.754,,0.0,3510.0,50.0,-50.0,0.0,2.0,0.42,0.05,-0.05,0.0,3.0,0.4783677539591453,,,,0.0,0.0,2014-08-27,W. M. Keck Observatory,11.18990843108749,246.79938789099862,15.1,-5.835583008273253,-13.61503355227843,2.930329729550082,1
545,GJ 433,b,GJ 433 b,Radial Velocity,0.0,3.0,7.3705,0.0005,-0.0005,0.0,4.0,0.062,0.002,-0.002,0.0,4.0,0.04,0.03,-0.03,0.0,4.0,,,,0.0,0.0,0.01901,0.00188,-0.00188,0.0,4.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,11h35m26.95s,-32d32m23.9s,173.862289,4e-06,-32.53997,3e-06,4.0,9.07,0.0,-0.0,0.0,5.0,9.806,0.015,0.0,V (Johnson),8.891,,0.0,,,,0.0,5.0,0.48,,,0.0,5.0,0.5358645801436628,,,0.0,2.0,0.0,2020-02-13,La Silla Observatory,27.654731363345217,284.8839613371919,9.069999999999999,2.0635926166472776,-7.764297243693874,4.209771231799483,1
546,GJ 436,b,GJ 436 b,Radial Velocity,0.0,1.0,2.64388312,5.7e-07,-5.7e-07,0.0,17.0,0.0291,0.0015,-0.0015,0.0,13.0,0.13827,0.00018,-0.00018,0.0,11.0,86.44,0.17,-0.16,0.0,7.0,0.07,0.007,-0.007,0.0,14.0,Mass,0.372,0.015,-0.015,0.0,9.0,1.8,0.29,-0.29,0.0,5.0,0.0,0.0,0.0,11h42m11.09s,+26d42m23.7s,175.546219,7e-06,26.70657,4e-06,4.0,9.76,0.01,-0.01,0.0,6.0,10.67,0.01,0.0,V (Johnson),9.571,,0.0,,,,,11.0,0.47,0.07,-0.07,0.0,11.0,0.46,0.02,-0.02,0.0,9.0,0.0,2015-02-05,W. M. Keck Observatory,74.56888071953612,210.54188050508972,9.76,-2.236633465790147,-1.3196808774018458,9.408162048005309,1
547,GJ 504,b,GJ 504 b,Imaging,0.0,1.0,,,,,0.0,43.5,,,0.0,1.0,,,,,0.0,,,,,0.0,4.0,4.5,-1.0,0.0,1.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,13h16m46.52s,+09d25m27.0s,199.193817,2e-06,9.424156,1e-06,3.0,17.54,0.08,-0.08,0.0,5.0,5.22,,0.0,V (Johnson),5.001,,0.0,6234.0,25.0,-25.0,0.0,5.0,1.22,0.08,-0.08,0.0,4.0,1.1841476462754186,,,,4.0,0.0,2014-05-14,Subaru Telescope,71.31241133678341,322.7902133524785,17.54,4.475880103220202,-3.398583062785086,16.615286048303467,5
548,GJ 581,b,GJ 581 b,Radial Velocity,0.0,3.0,5.3686,0.0001,-0.0001,0.0,5.0,0.04061,3e-05,-3e-05,0.0,5.0,0.0,0.03,-0.03,0.0,5.0,,,,,0.0,0.0497,0.0009,-0.0009,0.0,5.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,15h19m26.82s,-07d43m20.2s,229.861771,7e-06,-7.72228,4e-06,4.0,6.3,0.0,-0.0,0.0,5.0,10.56,0.011,0.0,V (Johnson),9.411,,0.0,,,,,2.0,0.31,0.02,-0.02,0.0,3.0,0.29,,,0.0,3.0,0.0,2014-07-09,La Silla Observatory,40.018698818652,354.07761374229995,6.3,4.799006369279485,-0.4978242046514665,4.051136745270156,1
549,GJ 581,c,GJ 581 c,Radial Velocity,0.0,3.0,12.914,0.002,-0.002,0.0,4.0,0.0721,0.0003,-0.0003,0.0,4.0,0.0,0.06,-0.06,0.0,4.0,,,,,0.0,0.0173,0.0009,-0.0009,0.0,4.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,15h19m26.82s,-07d43m20.2s,229.861771,7e-06,-7.72228,4e-06,4.0,6.3,0.0,-0.0,0.0,5.0,10.56,0.011,0.0,V (Johnson),9.411,,0.0,,,,,2.0,0.31,0.02,-0.02,0.0,3.0,0.29,,,0.0,3.0,0.0,2014-07-09,La Silla Observatory,40.018698818652,354.07761374229995,6.3,4.799006369279485,-0.4978242046514665,4.051136745270156,1
550,GJ 581,e,GJ 581 e,Radial Velocity,0.0,3.0,3.149,0.0002,-0.0002,0.0,4.0,0.02815,6e-05,-6e-05,0.0,4.0,0.0,0.06,-0.06,0.0,4.0,,,,,0.0,0.0053,0.0006,-0.0006,0.0,4.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,15h19m26.82s,-07d43m20.2s,229.861771,7e-06,-7.72228,4e-06,4.0,6.3,0.0,-0.0,0.0,5.0,10.56,0.011,0.0,V (Johnson),9.411,,0.0,,,,,2.0,0.31,0.02,-0.02,0.0,3.0,0.29,,,0.0,3.0,0.0,2014-07-09,La Silla Observatory,40.018698818652,354.07761374229995,6.3,4.799006369279485,-0.4978242046514665,4.051136745270156,1
551,GJ 649,b,GJ 649 b,Radial Velocity,0.0,1.0,598.3,4.2,-4.2,0.0,1.0,1.135,0.035,-0.035,0.0,1.0,0.3,0.08,-0.08,0.0,1.0,,,,,0.0,0.328,0.032,-0.032,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,16h58m08.85s,+25d44m39.0s,254.53688,2e-06,25.74416,3e-06,4.0,10.38,0.0,-0.0,0.0,5.0,9.69,0.02,0.0,V (Johnson),8.819,,0.0,3700.0,60.0,-60.0,0.0,4.0,0.54,0.05,-0.05,0.0,3.0,0.592290403152777,,,,3.0,0.0,2014-05-14,W. M. Keck Observatory,35.337338075628196,46.52380558582324,10.380000000000003,5.826157027499331,6.144599462955355,6.003681514768164,2
552,GJ 667 C,b,GJ 667 C b,Radial Velocity,0.0,5.0,7.2004,0.0017,-0.0017,0.0,4.0,0.0505,0.0044,-0.0053,0.0,4.0,0.13,0.1,-0.11,0.0,4.0,,,,,0.0,0.018,0.004,-0.004,0.0,4.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2.0,6.8,,,0.0,3.0,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3.0,0.33,0.02,-0.02,0.0,2.0,0.3897057815518492,,,,0.0,0.0,2014-05-14,La Silla Observatory,1.4145679185486641,351.8396309289081,6.8,6.729096266022036,-0.9649269560739628,0.1678672453164538,1
553,GJ 667 C,c,GJ 667 C c,Radial Velocity,0.0,5.0,28.14,0.053,-0.065,0.0,4.0,0.125,0.012,-0.013,0.0,4.0,0.02,0.15,-0.02,0.0,4.0,,,,,0.0,0.012,0.005,-0.004,0.0,3.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2.0,6.8,,,0.0,3.0,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3.0,0.33,0.02,-0.02,0.0,2.0,0.3897057815518492,,,,0.0,0.0,2014-05-14,La Silla Observatory,1.4145679185486641,351.8396309289081,6.8,6.729096266022036,-0.9649269560739628,0.1678672453164538,1
554,GJ 667 C,e,GJ 667 C e,Radial Velocity,1.0,5.0,62.24,0.55,-0.55,0.0,1.0,0.213,0.019,-0.022,0.0,1.0,0.02,0.22,-0.02,0.0,1.0,,,,,0.0,0.008,0.005,-0.004,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2.0,6.8,,,0.0,3.0,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3.0,0.33,0.02,-0.02,0.0,2.0,0.3897057815518492,,,,0.0,1.0,2014-05-14,La Silla Observatory,1.4145679185486641,351.8396309289081,6.8,6.729096266022036,-0.9649269560739628,0.1678672453164538,1
555,GJ 667 C,f,GJ 667 C f,Radial Velocity,1.0,5.0,39.026,0.194,-0.211,0.0,1.0,0.156,0.014,-0.017,0.0,1.0,0.03,0.16,-0.03,0.0,1.0,,,,,0.0,0.008,0.004,-0.004,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2.0,6.8,,,0.0,3.0,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3.0,0.33,0.02,-0.02,0.0,2.0,0.3897057815518492,,,,0.0,1.0,2014-05-14,La Silla Observatory,1.4145679185486641,351.8396309289081,6.8,6.729096266022036,-0.9649269560739628,0.1678672453164538,1
605,HD 62509,b,HD 62509 b,Radial Velocity,0.0,1.0,589.64,0.81,-0.81,0.0,3.0,1.64,0.27,-0.27,0.0,4.0,0.02,0.03,-0.03,0.0,3.0,,,,,0.0,2.3,0.45,-0.45,0.0,4.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,07h45m18.95s,+28d01m34.3s,116.328957,2e-06,28.026199,1e-06,4.0,10.34,0.09,-0.09,0.0,3.0,1.14,,0.0,V (Johnson),,,,4946.0,18.0,-18.0,0.0,5.0,2.1,0.08,-0.08,0.0,6.0,8.31,0.09,-0.09,0.0,3.0,0.0,2015-03-26,Multiple Observatories,23.40626828859208,192.22928740667084,10.34,-9.273803678344956,-2.0100298832407995,4.107547346531082,9
607,GJ 667 C,g,GJ 667 C g,Radial Velocity,1.0,5.0,256.2,13.8,-7.9,0.0,1.0,0.549,0.052,-0.058,0.0,1.0,0.08,0.41,-0.08,0.0,1.0,,,,,0.0,0.014,0.008,-0.007,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h18m58.82s,-34d59m48.6s,259.745085,1.7e-05,-34.996827,1.7e-05,2.0,6.8,,,0.0,3.0,10.22,0.1,0.0,V (Johnson),9.38,,0.0,3350.0,50.0,-50.0,0.0,3.0,0.33,0.02,-0.02,0.0,2.0,0.3897057815518492,,,,0.0,1.0,2014-05-14,La Silla Observatory,1.4145679185486641,351.8396309289081,6.8,6.729096266022036,-0.9649269560739628,0.1678672453164538,1
608,GJ 674,b,GJ 674 b,Radial Velocity,0.0,1.0,4.6938,0.007,-0.007,0.0,1.0,0.039,,,0.0,1.0,0.2,0.02,-0.02,0.0,1.0,,,,,0.0,0.035,,,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h28m39.95s,-46d53m42.7s,262.166443,5e-06,-46.895191,2e-06,4.0,4.55,0.0,-0.0,0.0,6.0,9.37,,0.0,V (Johnson),8.331,,0.0,3600.0,100.0,-100.0,0.0,3.0,0.35,,,0.0,2.0,0.40969233401336785,,,,1.0,0.0,2014-05-14,La Silla Observatory,-6.777608903557891,343.0039274367337,4.549999999999999,4.320869800681546,-1.320698609624482,-0.5369723904393664,1
609,GJ 676 A,b,GJ 676 A b,Radial Velocity,0.0,4.0,1056.80005,2.8,-2.8,0.0,4.0,1.82,0.06,-0.06,0.0,4.0,0.33,0.01,-0.01,0.0,4.0,,,,0.0,1.0,4.96,0.96,-0.96,0.0,5.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,17h30m11.21s,-51d38m13.1s,262.546692,4e-06,-51.636978,2e-06,3.0,16.03,0.01,-0.01,0.0,7.0,9.58,0.009,0.0,V (Johnson),8.865,,0.0,3734.0,181.0,-181.0,0.0,3.0,0.73,0.21,-0.21,0.0,3.0,0.69,0.07,-0.07,0.0,3.0,0.0,2018-09-06,La Silla Observatory,-9.54277793201375,339.1040054862062,16.029999999999998,14.768465250406592,-5.638345521261894,-2.6575164967312626,3
610,GJ 676 A,d,GJ 676 A d,Radial Velocity,0.0,4.0,3.6005,0.0002,-0.0002,0.0,2.0,0.0413,,,,1.0,0.262,0.09,-0.101,0.0,2.0,,,,,0.0,0.014,0.001,-0.001,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h30m11.21s,-51d38m13.1s,262.546692,4e-06,-51.636978,2e-06,3.0,16.03,0.01,-0.01,0.0,7.0,9.58,0.009,0.0,V (Johnson),8.865,,0.0,3734.0,181.0,-181.0,0.0,3.0,0.73,0.21,-0.21,0.0,3.0,0.69,0.07,-0.07,0.0,3.0,0.0,2016-09-29,La Silla Observatory,-9.54277793201375,339.1040054862062,16.029999999999998,14.768465250406592,-5.638345521261894,-2.6575164967312626,3
611,GJ 676 A,e,GJ 676 A e,Radial Velocity,0.0,4.0,35.39,0.03,-0.04,0.0,2.0,0.187,,,,1.0,0.125,0.119,-0.087,0.0,2.0,,,,,0.0,0.025,0.002,-0.002,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,17h30m11.21s,-51d38m13.1s,262.546692,4e-06,-51.636978,2e-06,3.0,16.03,0.01,-0.01,0.0,7.0,9.58,0.009,0.0,V (Johnson),8.865,,0.0,3734.0,181.0,-181.0,0.0,3.0,0.73,0.21,-0.21,0.0,3.0,0.69,0.07,-0.07,0.0,3.0,0.0,2016-09-29,La Silla Observatory,-9.54277793201375,339.1040054862062,16.029999999999998,14.768465250406592,-5.638345521261894,-2.6575164967312626,3
