,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility,b,l,d,gal_inwards,gal_eastwards,gal_upwards,colorbin
612,GJ 687,b,GJ 687 b,Radial Velocity,0.0,1.0,38.14,0.015,-0.015,0.0,2.0,0.17,0.01,-0.01,0.0,2.0,0.04,0.08,-0.08,0.0,2.0,,,,0.0,0.0,0.06,0.01,-0.01,0.0,2.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,17h36m25.90s,+68d20m20.9s,264.10791,3e-06,68.339142,3e-06,4.0,4.55,0.0,-0.0,0.0,5.0,9.15,,0.0,V (Johnson),8.028,,0.0,3340.0,97.0,-97.0,0.0,4.0,0.45,0.07,-0.07,0.0,3.0,0.43,0.03,-0.03,0.0,3.0,0.0,2018-09-06,Lick Observatory,31.96408309554144,98.60232913386773,4.549999999999999,-0.5773809502924205,3.816704248078367,2.408713333076388,1
613,GJ 832,b,GJ 832 b,Radial Velocity,0.0,2.0,3657.0,104.0,-104.0,0.0,3.0,3.56,0.28,-0.28,0.0,3.0,0.08,0.02,-0.06,0.0,3.0,,,,,0.0,0.68,0.09,-0.09,0.0,3.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,21h33m33.98s,-49d00m32.4s,323.391571,3e-06,-49.009006,2e-06,4.0,4.97,0.0,-0.0,0.0,7.0,8.66,,0.0,V (Johnson),7.738,,0.0,3472.0,,,0.0,4.0,0.45,0.05,-0.05,0.0,3.0,0.5072600225936295,,,,2.0,0.0,2014-06-25,Anglo-Australian Telescope,-46.34961738887864,349.1730652670306,4.97,3.3695052402508545,-0.6444092930368641,-3.5961188938868185,1
614,GJ 832,c,GJ 832 c,Radial Velocity,0.0,2.0,35.68,0.03,-0.03,0.0,1.0,0.163,0.006,-0.006,0.0,1.0,0.18,0.13,-0.13,0.0,1.0,,,,,0.0,0.017,0.003,-0.003,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,21h33m33.98s,-49d00m32.4s,323.391571,3e-06,-49.009006,2e-06,4.0,4.97,0.0,-0.0,0.0,7.0,8.66,,0.0,V (Johnson),7.738,,0.0,3472.0,,,0.0,4.0,0.45,0.05,-0.05,0.0,3.0,0.5072600225936295,,,,2.0,0.0,2014-06-25,Multiple Observatories,-46.34961738887864,349.1730652670306,4.97,3.3695052402508545,-0.6444092930368641,-3.5961188938868185,1
615,GJ 849,b,GJ 849 b,Radial Velocity,0.0,1.0,1882.0,250.0,-250.0,0.0,4.0,2.35,0.22,-0.22,0.0,4.0,0.04,0.02,-0.02,0.0,4.0,,,,0.0,0.0,1.0,0.31,-0.31,0.0,4.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,22h09m40.35s,-04d38m26.6s,332.418121,7e-06,-4.640729,3e-06,4.0,8.8,0.0,-0.0,0.0,4.0,10.37,0.011,0.0,V (Johnson),9.224,,0.0,3241.0,150.0,-150.0,0.0,3.0,0.65,0.24,-0.24,0.0,4.0,0.53,0.05,-0.05,0.0,2.0,0.0,2018-09-06,W. M. Keck Observatory,-45.3991296353486,55.89062729414954,8.8,3.465048874944759,5.116052865944288,-6.265735341291341,2
616,GJ 876,b,GJ 876 b,Radial Velocity,0.0,4.0,61.1166,0.0086,-0.0086,0.0,7.0,0.208317,2e-05,-2e-05,0.0,7.0,0.0324,0.0013,-0.0013,0.0,7.0,59.0,,,0.0,5.0,2.2756,0.0045,-0.0045,0.0,7.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,22h53m16.74s,-14d15m49.3s,343.319733,9e-06,-14.2637,4e-06,6.0,4.68,0.0,-0.0,0.0,7.0,10.191,0.015,0.0,V (Johnson),8.875,,0.0,,,,0.0,3.0,0.32,0.03,-0.03,0.0,5.0,0.3,,,0.0,3.0,0.0,2014-08-27,Multiple Observatories,-59.63010307043232,52.00406538293878,4.68,1.4565947142013846,1.8646289083448941,-4.037807681493153,1
617,GJ 876,c,GJ 876 c,Radial Velocity,0.0,4.0,30.0881,0.0082,-0.0082,0.0,6.0,0.12959,2.4e-05,-2.4e-05,0.0,6.0,0.25591,0.00093,-0.00093,0.0,6.0,59.0,,,0.0,5.0,0.7142,0.0039,-0.0039,0.0,6.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,22h53m16.74s,-14d15m49.3s,343.319733,9e-06,-14.2637,4e-06,6.0,4.68,0.0,-0.0,0.0,7.0,10.191,0.015,0.0,V (Johnson),8.875,,0.0,,,,0.0,3.0,0.32,0.03,-0.03,0.0,5.0,0.3,,,0.0,3.0,0.0,2014-08-27,Multiple Observatories,-59.63010307043232,52.00406538293878,4.68,1.4565947142013846,1.8646289083448941,-4.037807681493153,1
618,GJ 876,d,GJ 876 d,Radial Velocity,0.0,4.0,1.93778,2e-05,-2e-05,0.0,6.0,0.020807,0.0,-0.0,0.0,5.0,0.207,0.055,-0.055,0.0,6.0,59.0,,,0.0,5.0,0.021,0.001,-0.001,0.0,6.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,22h53m16.74s,-14d15m49.3s,343.319733,9e-06,-14.2637,4e-06,6.0,4.68,0.0,-0.0,0.0,7.0,10.191,0.015,0.0,V (Johnson),8.875,,0.0,,,,0.0,3.0,0.32,0.03,-0.03,0.0,5.0,0.3,,,0.0,3.0,1.0,2014-08-27,W. M. Keck Observatory,-59.63010307043232,52.00406538293878,4.68,1.4565947142013846,1.8646289083448941,-4.037807681493153,1
619,GJ 876,e,GJ 876 e,Radial Velocity,0.0,4.0,124.26,0.7,-0.7,0.0,3.0,0.3343,0.0013,-0.0013,0.0,3.0,0.055,0.012,-0.012,0.0,3.0,59.0,,,0.0,3.0,0.046,0.005,-0.005,0.0,3.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,22h53m16.74s,-14d15m49.3s,343.319733,9e-06,-14.2637,4e-06,6.0,4.68,0.0,-0.0,0.0,7.0,10.191,0.015,0.0,V (Johnson),8.875,,0.0,,,,0.0,3.0,0.32,0.03,-0.03,0.0,5.0,0.3,,,0.0,3.0,0.0,2014-08-27,W. M. Keck Observatory,-59.63010307043232,52.00406538293878,4.68,1.4565947142013846,1.8646289083448941,-4.037807681493153,1
620,GJ 1214,b,GJ 1214 b,Transit,0.0,1.0,1.58040456,1.6e-07,-1.6e-07,0.0,13.0,0.01411,0.00032,-0.00032,0.0,1.0,,,,,3.0,88.17,0.54,-0.54,0.0,11.0,0.0197,0.0027,-0.0027,0.0,5.0,Mass,0.254,0.018,-0.018,0.0,7.0,1.49,0.33,-0.33,0.0,5.0,0.0,0.0,0.0,17h15m18.92s,+04d57m50.1s,258.828837,1.7e-05,4.96392,1.7e-05,2.0,14.65,0.04,-0.04,0.0,3.0,15.1,0.6,0.0,V (Johnson),13.009,,0.0,3026.0,150.0,-150.0,0.0,10.0,0.15,0.01,-0.01,0.0,7.0,0.22,0.01,-0.01,0.0,10.0,3.0,2015-12-03,MEarth Project,23.610799335820992,26.164019902927436,14.649999999999999,12.048164231101056,5.919036884620461,5.86764356611064,0
621,GJ 3021,b,GJ 3021 b,Radial Velocity,0.0,1.0,133.71,0.2,-0.2,0.0,1.0,0.49,,,0.0,1.0,0.511,0.017,-0.017,0.0,1.0,,,,,0.0,3.37,0.09,-0.09,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,00h16m12.68s,-79d51m04.3s,4.052823,1e-06,-79.851181,1e-06,3.0,17.56,0.01,-0.01,0.0,4.0,6.59,0.0,0.0,V (Johnson),6.394,,0.0,5540.0,75.0,-75.0,0.0,6.0,0.9,,,0.0,4.0,0.9,,,0.0,3.0,1.0,2014-05-14,La Silla Observatory,-37.14406376524474,304.87137445745924,17.56,8.002831585337784,-11.484012896001776,-10.603100226876323,3
668,HD 69830,b,HD 69830 b,Radial Velocity,0.0,3.0,8.667,0.003,-0.003,0.0,1.0,0.0785,,,0.0,1.0,0.1,0.04,-0.04,0.0,1.0,,,,,0.0,0.0321,,,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h18m23.95s,-12d37m55.8s,124.599777,2e-06,-12.632174,2e-06,4.0,12.56,0.01,-0.01,0.0,4.0,6.0,,0.0,V (Johnson),5.739,,0.0,5385.0,20.0,-20.0,0.0,8.0,0.86,0.03,-0.03,0.0,6.0,0.8796779043679792,,,,4.0,0.0,2015-03-26,La Silla Observatory,12.823742307184554,234.56341356433634,12.559999999999999,-7.1006683464092735,-9.978111189577417,2.7877241834032502,3
669,HD 69830,c,HD 69830 c,Radial Velocity,0.0,3.0,31.56,0.04,-0.04,0.0,1.0,0.186,,,0.0,1.0,0.13,0.06,-0.06,0.0,1.0,,,,,0.0,0.0371,,,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h18m23.95s,-12d37m55.8s,124.599777,2e-06,-12.632174,2e-06,4.0,12.56,0.01,-0.01,0.0,4.0,6.0,,0.0,V (Johnson),5.739,,0.0,5385.0,20.0,-20.0,0.0,8.0,0.86,0.03,-0.03,0.0,6.0,0.8796779043679792,,,,4.0,0.0,2015-03-26,La Silla Observatory,12.823742307184554,234.56341356433634,12.559999999999999,-7.1006683464092735,-9.978111189577417,2.7877241834032502,3
670,HD 69830,d,HD 69830 d,Radial Velocity,0.0,3.0,197.0,3.0,-3.0,0.0,1.0,0.63,,,0.0,1.0,0.07,0.07,-0.07,0.0,1.0,,,,,0.0,0.057,,,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,08h18m23.95s,-12d37m55.8s,124.599777,2e-06,-12.632174,2e-06,4.0,12.56,0.01,-0.01,0.0,4.0,6.0,,0.0,V (Johnson),5.739,,0.0,5385.0,20.0,-20.0,0.0,8.0,0.86,0.03,-0.03,0.0,6.0,0.8796779043679792,,,,4.0,0.0,2015-03-26,La Silla Observatory,12.823742307184554,234.56341356433634,12.559999999999999,-7.1006683464092735,-9.978111189577417,2.7877241834032502,3
679,GJ 3634,b,GJ 3634 b,Radial Velocity,0.0,1.0,2.64561,0.00066,-0.00066,0.0,1.0,0.0287,0.001,-0.0011,0.0,1.0,0.08,0.094,-0.057,0.0,1.0,59.0,18.0,-24.0,0.0,1.0,0.026,0.013,-0.005,0.0,2.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,10h58m35.10s,-31d08m38.4s,164.646242,1.9e-05,-31.143989,1.7e-05,2.0,19.8,0.6,-0.6,0.0,2.0,11.93,0.01,0.0,V (Johnson),10.923,,0.0,,,,,1.0,0.45,0.05,-0.05,0.0,1.0,0.43,0.03,-0.03,0.0,1.0,0.0,2014-08-21,La Silla Observatory,25.80997015909739,276.22336962063406,19.799999999999997,1.9322958373725938,-17.71976721003995,8.620677631072017,1
746,HD 85512,b,HD 85512 b,Radial Velocity,0.0,1.0,58.43,0.13,-0.13,0.0,2.0,0.26,0.0,0.0,0.0,2.0,0.11,0.1,-0.1,0.0,2.0,,,,0.0,1.0,0.01,0.0,0.0,0.0,2.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,09h51m07.05s,-43d30m10.0s,147.779388,2e-06,-43.502789,2e-06,4.0,11.28,0.01,-0.01,0.0,4.0,7.67,,0.0,V (Johnson),7.187,,0.0,4300.0,45.0,-45.0,0.0,5.0,0.43,0.1,-0.1,0.0,5.0,0.71,0.02,-0.02,0.0,4.0,0.0,2018-09-06,La Silla Observatory,8.15988319459404,271.6759156212274,11.279999999999998,0.3265558106891846,-11.16102336061185,1.6010368035687539,1
788,HD 3651,b,HD 3651 b,Radial Velocity,0.0,1.0,62.25,0.004,-0.004,0.0,4.0,0.295,0.029,-0.029,0.0,4.0,0.645,0.02,-0.02,0.0,4.0,,,,0.0,0.0,0.228,0.011,-0.011,0.0,4.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,00h39m21.81s,+21d15m01.7s,9.840858,2e-06,21.250473,2e-06,4.0,11.14,0.01,-0.01,0.0,6.0,5.86,,0.0,V (Johnson),5.635,,0.0,5221.0,,,0.0,7.0,0.8,,,0.0,6.0,0.8272304056273321,,,0.0,4.0,0.0,2019-03-14,Multiple Observatories,-41.53312333990972,119.1726559106892,11.139999999999997,-4.0648349787297295,7.281323459341525,-7.38640949827032,3
803,HD 87883,b,HD 87883 b,Radial Velocity,0.0,1.0,2754.0,87.0,-87.0,0.0,2.0,3.58,0.1,-0.1,0.0,2.0,0.53,0.12,-0.12,0.0,2.0,,,,0.0,0.0,1.54,0.26,-0.26,0.0,2.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,10h08m43.14s,+34d14m32.1s,152.179749,2e-06,34.24226,1e-06,3.0,18.3,0.01,-0.01,0.0,4.0,7.55,0.02,0.0,V (Johnson),7.272,,0.0,4915.0,73.0,-73.0,0.0,5.0,0.66,0.09,-0.09,0.0,3.0,0.79,0.03,-0.03,0.0,4.0,0.0,2018-09-06,Lick Observatory,54.540455806180326,191.18652530874786,18.3,-10.414640014476252,-2.059609053717402,14.90581376224443,2
858,HD 7924,b,HD 7924 b,Radial Velocity,0.0,3.0,5.39792,0.00025,-0.00025,0.0,4.0,0.06,0.0,0.0,0.0,3.0,0.06,0.05,-0.05,0.0,4.0,,,,0.0,0.0,0.02,0.0,0.0,0.0,4.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,01h21m59.12s,+76d42m37.0s,20.496313,1e-06,76.710281,1e-06,3.0,17.0,0.01,-0.01,0.0,6.0,7.185,,0.0,V (Johnson),6.925,,0.0,5131.0,14.0,-14.0,0.0,8.0,0.65,0.05,-0.05,0.0,7.0,0.78,0.01,-0.01,0.0,7.0,1.0,2018-09-06,W. M. Keck Observatory,13.945636034061675,124.7357060829584,17.0,-9.40094995086966,13.558634595292144,4.09701939616971,2
859,HD 7924,c,HD 7924 c,Radial Velocity,0.0,3.0,15.299,0.0032,-0.0033,0.0,1.0,0.1134,0.0013,-0.0014,0.0,1.0,0.098,0.096,-0.069,0.0,1.0,,,,,0.0,0.02473,0.0023,-0.00223,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,01h21m59.12s,+76d42m37.0s,20.496313,1e-06,76.710281,1e-06,3.0,17.0,0.01,-0.01,0.0,6.0,7.185,,0.0,V (Johnson),6.925,,0.0,5131.0,14.0,-14.0,0.0,8.0,0.65,0.05,-0.05,0.0,7.0,0.78,0.01,-0.01,0.0,7.0,0.0,2015-05-14,W. M. Keck Observatory,13.945636034061675,124.7357060829584,17.0,-9.40094995086966,13.558634595292144,4.09701939616971,2
860,HD 7924,d,HD 7924 d,Radial Velocity,0.0,3.0,24.451,0.015,-0.017,0.0,1.0,0.1551,0.0018,-0.0019,0.0,1.0,0.21,0.13,-0.12,0.0,1.0,,,,,0.0,0.02026,0.00249,-0.00245,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,01h21m59.12s,+76d42m37.0s,20.496313,1e-06,76.710281,1e-06,3.0,17.0,0.01,-0.01,0.0,6.0,7.185,,0.0,V (Johnson),6.925,,0.0,5131.0,14.0,-14.0,0.0,8.0,0.65,0.05,-0.05,0.0,7.0,0.78,0.01,-0.01,0.0,7.0,0.0,2015-05-14,W. M. Keck Observatory,13.945636034061675,124.7357060829584,17.0,-9.40094995086966,13.558634595292144,4.09701939616971,2
874,HD 99492,b,HD 99492 b,Radial Velocity,0.0,1.0,17.0431,0.0047,-0.0047,0.0,5.0,0.12,0.0,0.0,0.0,5.0,0.25,0.09,-0.09,0.0,5.0,,,,0.0,0.0,0.07,0.05,-0.05,0.0,5.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,11h26m46.28s,+03d00m22.8s,171.692825,3e-06,3.006328,3e-06,4.0,18.21,0.06,-0.06,0.0,7.0,7.58,,0.0,V (Johnson),7.26,,0.0,4815.0,185.0,-185.0,0.0,7.0,0.48,0.51,-0.51,0.0,6.0,0.83,0.07,-0.07,0.0,6.0,0.0,2018-09-06,W. M. Keck Observatory,58.50838975424655,259.279523855738,18.209999999999997,-1.7694800881063695,-9.346398977036431,15.527970452697524,1
883,HD 102365,b,HD 102365 b,Radial Velocity,0.0,1.0,122.1,0.3,-0.3,0.0,1.0,0.46,0.04,-0.04,0.0,1.0,0.34,0.14,-0.14,0.0,1.0,,,,,0.0,0.05,0.008,-0.008,0.0,1.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,11h46m31.07s,-40d30m01.3s,176.629471,1e-06,-40.500355,1e-06,4.0,9.29,0.01,-0.01,0.0,3.0,4.91,,0.0,V (Johnson),4.656,,0.0,5630.0,,,0.0,6.0,0.85,,,0.0,3.0,0.8709757970375106,,,,2.0,0.0,2014-05-14,Anglo-Australian Telescope,20.710026896155203,289.799082557285,9.289999999999997,2.9434000708932087,-8.176018979388239,3.2853020669870103,3
889,GJ 86,b,GJ 86 b,Radial Velocity,0.0,1.0,15.76491,0.00039,-0.00039,0.0,3.0,0.11,0.0,0.0,0.0,3.0,0.04,0.01,-0.01,0.0,3.0,,,,0.0,0.0,4.42,0.2,-0.2,0.0,3.0,Msini,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,02h10m25.93s,-50d49m25.4s,32.608059,1e-06,-50.823723,1e-06,4.0,10.79,0.01,-0.01,0.0,6.0,6.12,,0.0,V (Johnson),5.874,,0.0,5182.0,11.0,-11.0,0.0,6.0,0.93,0.06,-0.06,0.0,6.0,0.77,0.01,-0.01,0.0,4.0,0.0,2018-09-06,La Silla Observatory,-61.960955695842486,275.92626698601873,10.79,0.523685817128249,-5.0449818436896425,-9.523550354871892,3
925,HD 10647,b,HD 10647 b,Radial Velocity,0.0,1.0,989.2,8.1,-8.1,0.0,2.0,2.015,0.011,-0.011,0.0,2.0,0.15,0.08,-0.08,0.0,2.0,,,,,0.0,0.94,0.08,-0.08,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,01h42m29.32s,-53d44m27.0s,25.622149,1e-06,-53.740833,1e-06,3.0,17.34,0.02,-0.02,0.0,5.0,5.52,,0.0,V (Johnson),5.355,,0.0,6218.0,20.0,-20.0,0.0,8.0,1.11,0.02,-0.02,0.0,7.0,1.1,0.02,-0.02,0.0,5.0,0.0,2014-05-14,W. M. Keck Observatory,-61.76941206319583,286.89736357267185,17.34,2.384032759909716,-7.84807407023839,-15.277425214601086,4
998,HD 20794,b,HD 20794 b,Radial Velocity,0.0,4.0,18.315,0.008,-0.008,0.0,2.0,0.1207,0.002,-0.002,0.0,2.0,0.0,,,0.0,2.0,90.0,,,0.0,1.0,0.0085,0.0009,-0.0009,0.0,2.0,Msin(i)/sin(i),,,,,0.0,,,,,0.0,0.0,0.0,0.0,03h19m55.65s,-43d04m11.2s,49.981876,1e-06,-43.069782,1e-06,4.0,6.0,0.01,-0.01,0.0,4.0,4.27,,0.0,V (Johnson),3.981,,0.0,5401.0,17.0,-17.0,0.0,7.0,0.7,,,0.0,6.0,0.7384708111153171,,,,3.0,0.0,2015-08-27,La Silla Observatory,-56.07686815554107,250.74617285479601,5.999999999999999,-1.1041740100678827,-3.1611903716260334,-4.978722244695868,2
999,HD 20794,c,HD 20794 c,Radial Velocity,0.0,4.0,40.114,0.053,-0.053,0.0,2.0,0.2036,0.0034,-0.0034,0.0,2.0,0.0,,,0.0,2.0,90.0,,,0.0,1.0,0.0076,0.0013,-0.0013,0.0,2.0,Msin(i)/sin(i),,,,,0.0,,,,,0.0,0.0,0.0,0.0,03h19m55.65s,-43d04m11.2s,49.981876,1e-06,-43.069782,1e-06,4.0,6.0,0.01,-0.01,0.0,4.0,4.27,,0.0,V (Johnson),3.981,,0.0,5401.0,17.0,-17.0,0.0,7.0,0.7,,,0.0,6.0,0.7384708111153171,,,,3.0,0.0,2015-08-27,La Silla Observatory,-56.07686815554107,250.74617285479601,5.999999999999999,-1.1041740100678827,-3.1611903716260334,-4.978722244695868,2
1000,HD 20794,d,HD 20794 d,Radial Velocity,0.0,4.0,90.309,0.184,-0.184,0.0,2.0,0.3499,0.0059,-0.0059,0.0,2.0,0.0,,,0.0,2.0,90.0,,,0.0,1.0,0.015,0.002,-0.002,0.0,2.0,Msin(i)/sin(i),,,,,0.0,,,,,0.0,0.0,0.0,0.0,03h19m55.65s,-43d04m11.2s,49.981876,1e-06,-43.069782,1e-06,4.0,6.0,0.01,-0.01,0.0,4.0,4.27,,0.0,V (Johnson),3.981,,0.0,5401.0,17.0,-17.0,0.0,7.0,0.7,,,0.0,6.0,0.7384708111153171,,,,3.0,0.0,2015-08-27,La Silla Observatory,-56.07686815554107,250.74617285479601,5.999999999999999,-1.1041740100678827,-3.1611903716260334,-4.978722244695868,2
1009,HD 27442,b,HD 27442 b,Radial Velocity,0.0,1.0,428.1,1.1,-1.1,0.0,2.0,1.271,0.073,-0.073,0.0,2.0,0.06,0.043,-0.043,0.0,2.0,,,,,0.0,1.56,0.14,-0.14,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,04h16m29.03s,-59d18m07.8s,64.120956,1e-06,-59.302155,1e-06,3.0,18.28,0.05,-0.05,0.0,4.0,4.44,,0.0,V (Johnson),4.064,,0.0,4846.0,44.0,-44.0,0.0,8.0,1.23,,,0.0,6.0,1.1923927993028423,,,,3.0,0.0,2014-07-23,Anglo-Australian Telescope,-42.56325551207258,270.20423197219986,18.28,0.04799184161932146,-13.46370159566512,-12.36466077682775,5
1012,HD 113538,b,HD 113538 b,Radial Velocity,0.0,2.0,663.2,8.4,-7.4,0.0,2.0,1.24,0.04,-0.04,,2.0,0.14,0.08,-0.08,0.0,2.0,,,,,0.0,0.36,0.04,-0.04,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,13h04m57.48s,-52d26m34.5s,196.239487,2e-06,-52.442924,2e-06,4.0,15.9,,,0.0,5.0,9.057,,0.0,V (Johnson),8.443,,0.0,4462.0,145.0,-145.0,0.0,4.0,0.58,0.05,-0.05,0.0,3.0,0.53,0.02,-0.02,0.0,4.0,0.0,2015-01-08,La Silla Observatory,10.373850810410454,305.02570364761885,15.899999999999999,8.976536346530263,-12.80758985091029,2.863116733610557,2
1013,HD 113538,c,HD 113538 c,Radial Velocity,0.0,2.0,1818.0,25.0,-22.0,0.0,2.0,2.44,0.07,-0.07,0.0,2.0,0.2,0.04,-0.04,0.0,2.0,,,,,0.0,0.93,0.06,-0.06,0.0,2.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,13h04m57.48s,-52d26m34.5s,196.239487,2e-06,-52.442924,2e-06,4.0,15.9,,,0.0,5.0,9.057,,0.0,V (Johnson),8.443,,0.0,4462.0,145.0,-145.0,0.0,4.0,0.58,0.05,-0.05,0.0,3.0,0.53,0.02,-0.02,0.0,4.0,0.0,2015-01-08,La Silla Observatory,10.373850810410454,305.02570364761885,15.899999999999999,8.976536346530263,-12.80758985091029,2.863116733610557,2
1083,HD 128311,b,HD 128311 b,Radial Velocity,0.0,2.0,453.019,0.404,-0.404,0.0,5.0,1.084,0.006,-0.006,0.0,4.0,0.303,0.011,-0.011,0.0,5.0,30.0,,,-1.0,1.0,1.769,0.023,-0.023,0.0,5.0,Msini,,,,,0.0,,,,,0.0,0.0,0.0,0.0,14h36m00.56s,+09d44m47.5s,219.002335,2e-06,9.746518,2e-06,3.0,16.52,0.04,-0.04,0.0,7.0,7.51,0.05,0.0,V (Johnson),7.167,,0.0,,,,,7.0,0.83,0.01,-0.01,0.0,10.0,0.76,0.02,-0.02,0.0,5.0,1.0,2015-06-25,W. M. Keck Observatory,59.83733803217537,2.729784066422233,16.52,8.291164240016617,0.39532106763491726,14.283232015148172,3
1084,HD 128311,c,HD 128311 c,Radial Velocity,0.0,2.0,921.538,1.15,-1.15,0.0,4.0,1.74,0.01,-0.01,0.0,3.0,0.159,0.006,-0.006,0.0,4.0,55.95,14.553,-14.553,0.0,1.0,3.789,0.924,-0.432,0.0,5.0,Mass,,,,,0.0,,,,,0.0,0.0,0.0,0.0,14h36m00.56s,+09d44m47.5s,219.002335,2e-06,9.746518,2e-06,3.0,16.52,0.04,-0.04,0.0,7.0,7.51,0.05,0.0,V (Johnson),7.167,,0.0,,,,,7.0,0.83,0.01,-0.01,0.0,10.0,0.76,0.02,-0.02,0.0,5.0,1.0,2015-06-25,W. M. Keck Observatory,59.83733803217537,2.729784066422233,16.52,8.291164240016617,0.39532106763491726,14.283232015148172,3
1328,TRAPPIST-1,b,TRAPPIST-1 b,Transit,0.0,7.0,1.51087081,6e-07,-6e-07,0.0,2.0,0.01111,0.00034,-0.00034,0.0,2.0,0.081,,,1.0,2.0,89.65,0.22,-0.27,0.0,3.0,0.00267,0.00227,-0.00227,0.0,1.0,Mass,0.097,0.003,-0.003,0.0,2.0,3.6,3.1,-3.1,0.0,1.0,1.0,0.0,1.0,23h06m29.28s,-05d02m28.6s,346.622013,3.6e-05,-5.041274,3.6e-05,2.0,12.43,0.02,-0.02,0.0,2.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,3.0,0.08,0.01,-0.01,0.0,2.0,0.12,0.0,-0.0,0.0,2.0,0.0,2017-02-22,La Silla Observatory,-56.64426430804362,69.71249366858873,12.43,2.369718869662254,6.4104781039195045,-10.382442051749445,0
1329,TRAPPIST-1,c,TRAPPIST-1 c,Transit,0.0,7.0,2.4218233,1.7e-06,-1.7e-06,0.0,2.0,0.01521,0.00047,-0.00047,0.0,2.0,0.083,,,1.0,2.0,89.67,0.17,-0.17,0.0,3.0,0.00434,0.00192,-0.00192,0.0,1.0,Mass,0.094,0.003,-0.003,0.0,2.0,6.45,2.92,-2.92,0.0,1.0,1.0,0.0,1.0,23h06m29.28s,-05d02m28.6s,346.622013,3.6e-05,-5.041274,3.6e-05,2.0,12.43,0.02,-0.02,0.0,2.0,18.8,0.08,0.0,V (Johnson),15.645,,0.0,2559.0,50.0,-50.0,0.0,3.0,0.08,0.01,-0.01,0.0,2.0,0.12,0.0,-0.0,0.0,2.0,0.0,2017-02-22,La Silla Observatory,-56.64426430804362,69.71249366858873,12.43,2.369718869662254,6.4104781039195045,-10.382442051749445,0
